date	empire	kingdom	phylum	class	order	family	genus	species	size	unit	analysis	biomass	biomass_w
1976-01-14	eukaryota	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium	sp		ug/l	all	3.57142857142857	2.17749967204744
1976-01-14	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Aphanizomenon	flos-aquae		ug/l	all	1.47857142857143	0.965455962187646
1976-01-14	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Phormidiaceae	Planktothrix	rubescens		ug/l	all	160.071428571429	100.194049624348
1976-01-14	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Planktolyngbya	limnetica		ug/l	all	0.0235714285714286	0.0124284938667246
1976-01-14	prokaryota	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	echinata		ug/l	all	0.0571428571428571	0.0329193296126665
1976-02-11	eukaryota									ug/l	biomass only	3.72	2.32535475895454
1976-02-11	eukaryota								(>4 um)	ug/l	biomass only	26.1642857142857	17.4899059316687
1976-02-11	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas	sp		ug/l	all	11.25	6.36835224690784
1976-02-11	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	sp		ug/l	all	36.1428571428571	23.4867340478629
1976-02-11	eukaryota	Chromista	Ochrophyta	Bacillariophyceae						ug/l	biomass only	0.228571428571429	0.165582998714836
1976-02-11	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	sp		ug/l	all	0.342857142857143	0.240807029554015
1976-02-11	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Centrales				small	ug/l	biomass only	2.05714285714286	1.40812836578356
1976-02-11	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	sp		ug/l	all	0.342857142857143	0.29229098978426
1976-02-11	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	formosa		ug/l	all	5.6	3.52593351717111
1976-02-11	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	vulgaris		ug/l	all	0.157142857142857	0.131866637662812
1976-02-11	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	crotonensis		ug/l	all	4.62857142857143	3.38909150072791
1976-02-11	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	delicatissima var. angustissima		ug/l	all	1.25	0.786054709370314
1976-02-11	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	fenestrata		ug/l	all	0.964285714285714	0.748595059829242
1976-02-11	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	sp		ug/l	all	6	3.77624551230543
1976-02-11	eukaryota	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon	sp		ug/l	all	0.114285714285714	0.095903009209318
1976-02-11	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	aciculare		ug/l	all	0.414285714285714	0.407904438721388
1976-02-11	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	sp		ug/l	all	1.65714285714286	1.10330794827271
1976-02-11	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	sp		ug/l	all	5	2.64085154925203
1976-02-11	eukaryota	Plantae	Charophyta	Conjugatophyceae	Zygnematales	Zygnemataceae	Mougeotia	sp		ug/l	all	2.72857142857143	1.34005599325483
1976-02-11	eukaryota	Plantae	Charophyta	Klebsormidiophyceae	Klebsormidiales	Elakatotrichaceae	Elakatothrix	gelatinosa		ug/l	all	0.1	0.0340071778015442
1976-02-11	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Coelastrum	sp		ug/l	all	0.142857142857143	0.0840503312155746
1976-02-11	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Phacotaceae	Phacotus	lenticularis		ug/l	all	0.0928571428571429	0.0830374194247317
1976-02-11	eukaryota	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	sp		ug/l	all	5.71428571428571	3.7436126450395
1976-02-11	eukaryota	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Oocystis	sp	(>5 um)	ug/l	all	0.535714285714286	0.315188742058405
1976-02-11	eukaryota	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichaceae	Ulothrix	sp		ug/l	all	3.21428571428571	2.50245892169479
1976-02-11	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	helveticum		ug/l	all	6.28571428571429	4.03787730836753
1976-02-11	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	sp		ug/l	all	1.37142857142857	0.881342273322643
1976-02-11	eukaryota	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium	sp		ug/l	all	10.7142857142857	3.59003171885698
1976-02-11	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	sp		ug/l	all	1.42857142857143	1.01964546363611
1976-02-11	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Aphanizomenon	flos-aquae		ug/l	all	0.814285714285714	0.692692808062824
1976-02-11	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Phormidiaceae	Planktothrix	rubescens		ug/l	all	143.542857142857	89.7647494743272
1976-02-11	prokaryota	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	echinata		ug/l	all	1.11428571428571	0.819572004323694
1976-02-11	prokaryota	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	pseudovacuolata		ug/l	all	0.0453571428571429	0.0311607151192208
1976-03-10	eukaryota									ug/l	biomass only	5.01	2.83849590450141
1976-03-10	eukaryota								(>4 um)	ug/l	biomass only	34.1	20.945161915493
1976-03-10	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas	sp		ug/l	all	8.55	4.38277354275976
1976-03-10	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	sp		ug/l	all	33.1428571428571	20.7633355544939
1976-03-10	eukaryota	Chromista	Ochrophyta	Bacillariophyceae						ug/l	biomass only	0.342857142857143	0.202008620240685
1976-03-10	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	sp		ug/l	all	0.196428571428571	0.105364087610947
1976-03-10	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	sp		ug/l	all	0.4	0.222072582864157
1976-03-10	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Centrales				small	ug/l	biomass only	9.77142857142857	7.28761336350049
1976-03-10	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	sp		ug/l	all	0.628571428571429	0.617676998014044
1976-03-10	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	sp		ug/l	all	0.0285714285714286	0.0239757523023295
1976-03-10	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	formosa		ug/l	all	8.85714285714286	6.13274808751313
1976-03-10	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	crotonensis		ug/l	all	3.51428571428571	1.88101392172285
1976-03-10	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilariforma	virescens		ug/l	all	0.857142857142857	0.522599921291385
1976-03-10	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	delicatissima var. angustissima		ug/l	all	1.42857142857143	0.917699388265348
1976-03-10	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	fenestrata		ug/l	all	0.964285714285714	0.421243114353807
1976-03-10	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora	sp		ug/l	all	0.114285714285714	0.0730877863367192
1976-03-10	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	sp		ug/l	all	3.42857142857143	1.90983570838047
1976-03-10	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	sp		ug/l	all	11.7857142857143	8.13303193973673
1976-03-10	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	aciculare		ug/l	all	0.828571428571429	0.645174148357195
1976-03-10	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	sp		ug/l	all	1.65714285714286	1.14519308565921
1976-03-10	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	sp		ug/l	all	0.714285714285714	0.599393807558238
1976-03-10	eukaryota	Plantae	Charophyta	Klebsormidiophyceae	Klebsormidiales	Elakatotrichaceae	Elakatothrix	gelatinosa		ug/l	all	0.1	0.0416011788119919
1976-03-10	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Coelastrum	sp		ug/l	all	0.142857142857143	0.0485816825736346
1976-03-10	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Ankistrodesmus	sp		ug/l	all	0.0571428571428571	0.0407858185454444
1976-03-10	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Phacotaceae	Phacotus	lenticularis		ug/l	all	0.0642857142857143	0.0799625728476633
1976-03-10	eukaryota	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	sp		ug/l	all	0.714285714285714	0.376621026264382
1976-03-10	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	helveticum		ug/l	all	4.71428571428571	2.62574619290865
1976-03-10	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	sp		ug/l	all	5.2	3.49687837021998
1976-03-10	eukaryota	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium	sp		ug/l	all	7.14285714285714	4.56798664604495
1976-03-10	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Phormidiaceae	Planktothrix	rubescens		ug/l	all	95.9	59.355447601681
1976-03-10	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Planktolyngbya	limnetica		ug/l	all	0.0128571428571429	0.00437235143162711
1976-03-10	prokaryota	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	echinata		ug/l	all	0.839285714285714	0.454270134899996
1976-03-10	prokaryota	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	pseudovacuolata		ug/l	all	0.0128571428571429	0.0059718965368902
1976-04-07	eukaryota									ug/l	biomass only	40.6757142857143	18.0005671389006
1976-04-07	eukaryota								(>4 um)	ug/l	biomass only	231.628571428571	119.2365412791
1976-04-07	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas	sp		ug/l	all	331.65	84.8425281267975
1976-04-07	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	sp		ug/l	all	161.714285714286	48.0636433558946
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae						ug/l	biomass only	8.22857142857143	3.67666954957954
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	sp		ug/l	all	538.410714285714	226.945900938314
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	sigmoidea		ug/l	all	0.285714285714286	0.150648410505753
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	sp		ug/l	all	8.85714285714286	4.84564526659275
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Centrales				small	ug/l	biomass only	2046.85714285714	804.505821383396
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	sp		ug/l	all	10.9142857142857	6.04527897949886
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	sp		ug/l	all	0.285714285714286	0.0971633651472691
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	formosa		ug/l	all	240.628571428571	129.900779237284
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	tenuis		ug/l	all	8.17142857142857	4.40381216908704
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	vulgaris		ug/l	all	2.04285714285714	1.26164490963535
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	capucina		ug/l	all	3.35714285714286	1.77011882344259
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	crotonensis		ug/l	all	391.457142857143	192.625844645909
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	acus		ug/l	all	0.542857142857143	0.323486867439462
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	delicatissima var. angustissima		ug/l	all	4.46428571428571	2.55604799240557
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	ulna		ug/l	all	1.07142857142857	0.650692152641307
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	sp		ug/l	all	0.971428571428571	0.191701193600557
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	fenestrata		ug/l	all	6	3.78131061076753
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora	sp		ug/l	all	3.2	1.04423617129849
1976-04-07	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	sp		ug/l	all	6.64285714285714	4.08175939794748
1976-04-07	eukaryota	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon	sp		ug/l	all	11.6	6.07629803843353
1976-04-07	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	sp		ug/l	all	0.414285714285714	0.352052897474407
1976-04-07	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Cosmarium	sp		ug/l	all	0.0928571428571429	0.0489607334143696
1976-04-07	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	sp		ug/l	all	1.42857142857143	0.697870712197079
1976-04-07	eukaryota	Plantae	Charophyta	Klebsormidiophyceae	Klebsormidiales	Elakatotrichaceae	Elakatothrix	gelatinosa		ug/l	all	0.357142857142857	0.0492384523194206
1976-04-07	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Phacotaceae	Phacotus	lenticularis		ug/l	all	0.05	0.0312480754068016
1976-04-07	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Volvocaceae	Pandorina	morum		ug/l	all	102.857142857143	30.1278945893283
1976-04-07	eukaryota	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium	sp		ug/l	all	14.2857142857143	5.69719705143986
1976-04-07	eukaryota	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichaceae	Ulothrix	sp		ug/l	all	16.1714285714286	13.5629660525679
1976-04-07	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	helveticum		ug/l	all	47.1428571428571	24.3773008277209
1976-04-07	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	sp		ug/l	all	13.2571428571429	7.75545535762804
1976-04-07	eukaryota	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium	sp		ug/l	all	10.7142857142857	4.60749504071623
1976-04-07	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Aphanizomenon	flos-aquae		ug/l	all	2.85714285714286	0.669958470406768
1976-04-07	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Oscillatoria	limosa		ug/l	all	1.71428571428571	0.582980190883615
1976-04-07	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Phormidiaceae	Planktothrix	rubescens		ug/l	all	148.607142857143	96.3064123676869
1976-04-07	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Planktolyngbya	limnetica		ug/l	all	0.025	0.014304222856015
1976-05-05	eukaryota									ug/l	biomass only	29.5757142857143	16.0689967532483
1976-05-05	eukaryota								(>4 um)	ug/l	biomass only	107.092857142857	59.10877245663
1976-05-05	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas	sp		ug/l	all	13.65	3.44114800233425
1976-05-05	eukaryota	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	sp		ug/l	all	236.142857142857	105.113008803282
1976-05-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae						ug/l	biomass only	0.857142857142857	0.434520221055213
1976-05-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	sp		ug/l	all	6.08928571428571	7.38335051485068
1976-05-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	sp		ug/l	all	0.628571428571429	0.558975720885319
1976-05-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Centrales				small	ug/l	biomass only	230.571428571429	145.257009255369
1976-05-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	sp		ug/l	all	0.457142857142857	0.296490424720798
1976-05-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	formosa		ug/l	all	3.22857142857143	2.41037327652469
1976-05-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	tenuis		ug/l	all	1.49285714285714	1.54709023578881
1976-05-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	vulgaris		ug/l	all	0.628571428571429	0.411028955224052
1976-05-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	crotonensis		ug/l	all	72.6	72.6255677943931
1976-05-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	delicatissima var. angustissima		ug/l	all	0.892857142857143	0.811071714763979
1976-05-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Tabellariales	Tabellariaceae	Tabellaria	fenestrata		ug/l	all	1.17857142857143	0.723274886036881
1976-05-05	eukaryota	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	sp		ug/l	all	1.28571428571429	1.08269207191988
1976-05-05	eukaryota	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon	sp		ug/l	all	1.08571428571429	1.00486213879027
1976-05-05	eukaryota	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	sp		ug/l	all	0.207142857142857	0.0704434397317701
1976-05-05	eukaryota	Plantae	Charophyta	Klebsormidiophyceae	Klebsormidiales	Elakatotrichaceae	Elakatothrix	gelatinosa		ug/l	all	0.214285714285714	0.0938980216794587
1976-05-05	eukaryota	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Phacotaceae	Phacotus	lenticularis		ug/l	all	0.0142857142857143	0.0194213419132853
1976-05-05	eukaryota	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Ulotrichaceae	Ulothrix	sp		ug/l	all	4.92857142857143	2.75391950400109
1976-05-05	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gonyaulacales	Ceratiaceae	Ceratium	hirundinella		ug/l	all	8.57142857142857	3.33165341546002
1976-05-05	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	helveticum		ug/l	all	18.8571428571429	13.8649055739457
1976-05-05	eukaryota	Protozoa	Dinophyta	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	sp		ug/l	all	5.54285714285714	4.65537261187531
1976-05-05	prokaryota	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	sp		ug/l	all	0.714285714285714	0.376621026264382
